,month_year,center_type,index,name,books_scanned
1066,2020-11,hq,2032,Internet Archive Sheridan Headquarters,10
1067,2020-11,museum,2645,"Natural History Museum Library, London",28
1068,2020-11,public,907,Allen County Public Library Geneaology CenterBoston Public Library,1031
1069,2020-12,,251,American Numismatic Society,146
1070,2020-12,academic,41662,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",1118
1071,2020-12,archive,1162,Clatsop County Historical Society,5
1072,2020-12,bpo,3313,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",78225
1073,2020-12,government,3267,British LibraryNational Agricultural Library,1299
1074,2020-12,hq,2033,Internet Archive Sheridan Headquarters,4
1075,2020-12,museum,2646,"Natural History Museum Library, London",40
1076,2020-12,public,909,Allen County Public Library Geneaology CenterBoston Public Library,700
1077,2021-01,,252,American Numismatic Society,25
1078,2021-01,academic,44614,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",1758
1079,2021-01,archive,1163,Clatsop County Historical Society,23
1080,2021-01,bpo,3315,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",90968
1081,2021-01,government,2399,National Agricultural Library,845
1082,2021-01,hq,2034,Internet Archive Sheridan Headquarters,2
1083,2021-01,public,911,Allen County Public Library Geneaology CenterBoston Public Library,1036
1084,2021-02,,253,American Numismatic Society,112
1085,2021-02,academic,35903,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversity of AlbertaUniversity of VictoriaWashington University in St. Louis",2249
1086,2021-02,archive,2772,Clatsop County Historical SocietyFamily Search Library,53
1087,2021-02,bpo,3317,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",81977
1088,2021-02,government,2400,National Agricultural Library,932
1089,2021-02,public,913,Allen County Public Library Geneaology CenterBoston Public Library,895
1090,2021-03,,254,American Numismatic Society,110
1091,2021-03,academic,48052,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2579
1092,2021-03,archive,2774,Clatsop County Historical SocietyFamily Search Library,190
1093,2021-03,bpo,3319,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",90229
1094,2021-03,government,5686,National Agricultural LibraryState Library of Pennsylvania,1255
1095,2021-03,public,915,Allen County Public Library Geneaology CenterBoston Public Library,1239
1096,2021-04,,255,American Numismatic Society,165
1097,2021-04,academic,42561,"BYU, ProvoBrown UniversityDuke UniversityHarvardJohn Hopkins University Library Offsite StoragePrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of VictoriaWashington University in St. Louis",1743
1098,2021-04,archive,1166,Clatsop County Historical Society,87
1099,2021-04,bpo,3321,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",53116
1100,2021-04,government,6558,British LibraryNational Agricultural LibraryState Library of Pennsylvania,1408
1101,2021-04,hq,2035,Internet Archive Sheridan Headquarters,1
1102,2021-04,public,917,Allen County Public Library Geneaology CenterBoston Public Library,1895
1103,2021-05,,256,American Numismatic Society,255
1104,2021-05,academic,33889,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StoragePrinceton UniversityUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of VictoriaWashington University in St. Louis",767
1105,2021-05,archive,1489,American Printing House for the BlindClatsop County Historical Society,77
1106,2021-05,bpo,3323,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",79178
1107,2021-05,government,6561,British LibraryNational Agricultural LibraryState Library of Pennsylvania,2120
1108,2021-05,hq,2036,Internet Archive Sheridan Headquarters,2
1109,2021-05,public,919,Allen County Public Library Geneaology CenterBoston Public Library,855
1110,2021-06,,257,American Numismatic Society,164
1111,2021-06,academic,48091,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",1926
1112,2021-06,archive,2778,Clatsop County Historical SocietyFamily Search Library,48
1113,2021-06,bpo,3325,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",83295
1114,2021-06,government,6564,British LibraryNational Agricultural LibraryState Library of Pennsylvania,2198
1115,2021-06,hq,2037,Internet Archive Sheridan Headquarters,3
1116,2021-06,public,921,Allen County Public Library Geneaology CenterBoston Public Library,1106
1117,2021-07,,258,American Numismatic Society,182
1118,2021-07,academic,48106,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",1842
1119,2021-07,archive,2780,Clatsop County Historical SocietyFamily Search Library,17
1120,2021-07,bpo,3327,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",78549
1121,2021-07,government,6567,British LibraryNational Agricultural LibraryState Library of Pennsylvania,2516
1122,2021-07,hq,2038,Internet Archive Sheridan Headquarters,1
1123,2021-07,public,923,Allen County Public Library Geneaology CenterBoston Public Library,1108
1124,2021-08,,259,American Numismatic Society,109
1125,2021-08,academic,43343,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of Victoria",2267
1126,2021-08,archive,2782,Clatsop County Historical SocietyFamily Search Library,30
1127,2021-08,bpo,3329,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",69556
1128,2021-08,government,3280,British LibraryNational Agricultural Library,2488
1129,2021-08,hq,2039,Internet Archive Sheridan Headquarters,2
1130,2021-08,public,925,Allen County Public Library Geneaology CenterBoston Public Library,1667
1131,2021-09,,260,American Numismatic Society,210
1132,2021-09,academic,48852,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StoragePrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2220
1133,2021-09,archive,1171,Clatsop County Historical Society,101
1134,2021-09,bpo,3331,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",77834
1135,2021-09,government,3282,British LibraryNational Agricultural Library,1319
1136,2021-09,hq,2040,Internet Archive Sheridan Headquarters,1
1137,2021-09,public,927,Allen County Public Library Geneaology CenterBoston Public Library,1489
1138,2021-10,,261,American Numismatic Society,274
1139,2021-10,academic,50698,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityJohn Hopkins University Library Offsite StoragePrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2178
1140,2021-10,archive,1172,Clatsop County Historical Society,80
1141,2021-10,bpo,3333,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",84271
1142,2021-10,government,3284,British LibraryNational Agricultural Library,1652
1143,2021-10,hq,2041,Internet Archive Sheridan Headquarters,5
1144,2021-10,museum,5046,Getty Research Institute Valencia WarehouseStaten Island Museum,48
1145,2021-10,public,929,Allen County Public Library Geneaology CenterBoston Public Library,1577
1146,2021-11,,262,American Numismatic Society,23
1147,2021-11,academic,53630,"BYU, ProvoBrown UniversityDuke UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",2043
1148,2021-11,archive,1173,Clatsop County Historical Society,58
1149,2021-11,bpo,3335,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",72316
1150,2021-11,government,3286,British LibraryNational Agricultural Library,1389
1151,2021-11,museum,5048,Getty Research Institute Valencia WarehouseStaten Island Museum,79
1152,2021-11,public,931,Allen County Public Library Geneaology CenterBoston Public Library,1263
1153,2021-12,,263,American Numismatic Society,16
1154,2021-12,academic,47876,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StoragePrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoWashington University in St. Louis",1955
1155,2021-12,archive,1174,Clatsop County Historical Society,37
1156,2021-12,bpo,3337,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",49715
1157,2021-12,government,6578,British LibraryNational Agricultural LibraryState Library of Pennsylvania,2096
1158,2021-12,hq,2042,Internet Archive Sheridan Headquarters,1
1159,2021-12,museum,5050,Getty Research Institute Valencia WarehouseStaten Island Museum,66
1160,2021-12,public,933,Allen County Public Library Geneaology CenterBoston Public Library,1880
1161,2022-01,,264,American Numismatic Society,9
1162,2022-01,academic,48815,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoWashington University in St. Louis",2414
1163,2022-01,archive,1175,Clatsop County Historical Society,64
1164,2022-01,bpo,3339,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",66260
1165,2022-01,government,3290,British LibraryNational Agricultural Library,2363
1166,2022-01,hq,2043,Internet Archive Sheridan Headquarters,7
1167,2022-01,museum,7699,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonStaten Island Museum",161
1168,2022-01,public,935,Allen County Public Library Geneaology CenterBoston Public Library,2466
1169,2022-02,,265,American Numismatic Society,32
1170,2022-02,academic,46261,"BYU, ProvoBrown UniversityDuke UniversityHarvardJohn Hopkins University Library Offsite StoragePrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoWashington University in St. Louis",2609
1171,2022-02,archive,1176,Clatsop County Historical Society,39
1172,2022-02,bpo,3341,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",60547
1173,2022-02,government,3292,British LibraryNational Agricultural Library,2977
1174,2022-02,hq,2044,Internet Archive Sheridan Headquarters,6
1175,2022-02,museum,7702,"Getty Research Institute Valencia WarehouseNatural History Museum Library, LondonStaten Island Museum",139
1176,2022-02,public,937,Allen County Public Library Geneaology CenterBoston Public Library,1551
1177,2022-03,,266,American Numismatic Society,92
1178,2022-03,academic,53880,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityStanford UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoWashington University in St. Louis",4524
1179,2022-03,archive,1500,American Printing House for the BlindClatsop County Historical Society,31
1180,2022-03,bpo,3343,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",80017
1181,2022-03,government,3294,British LibraryNational Agricultural Library,3586
1182,2022-03,museum,5056,Getty Research Institute Valencia WarehouseStaten Island Museum,114
1183,2022-03,public,939,Allen County Public Library Geneaology CenterBoston Public Library,2679
1184,2022-04,,267,American Numismatic Society,232
1185,2022-04,academic,52076,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityStanford UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoWashington University in St. Louis",5857
1186,2022-04,archive,1502,American Printing House for the BlindClatsop County Historical Society,41
1187,2022-04,bpo,3345,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",67084
1188,2022-04,government,3296,British LibraryNational Agricultural Library,2209
1189,2022-04,hq,2045,Internet Archive Sheridan Headquarters,12
1190,2022-04,museum,5058,Getty Research Institute Valencia WarehouseStaten Island Museum,104
1191,2022-04,public,941,Allen County Public Library Geneaology CenterBoston Public Library,2003
1192,2022-05,,268,American Numismatic Society,385
1193,2022-05,academic,56939,"BYU, ProvoBrown UniversityDuke UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityStanford UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",5583
1194,2022-05,archive,1179,Clatsop County Historical Society,35
1195,2022-05,bpo,3347,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",76649
1196,2022-05,government,3298,British LibraryNational Agricultural Library,3234
1197,2022-05,hq,2046,Internet Archive Sheridan Headquarters,12
1198,2022-05,museum,5060,Getty Research Institute Valencia WarehouseStaten Island Museum,152
1199,2022-05,public,943,Allen County Public Library Geneaology CenterBoston Public Library,2311
1200,2022-06,,269,American Numismatic Society,381
1201,2022-06,academic,58605,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityStanford UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4205
1202,2022-06,archive,1180,Clatsop County Historical Society,37
1203,2022-06,bpo,3349,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",88867
1204,2022-06,government,3300,British LibraryNational Agricultural Library,3203
1205,2022-06,hq,2047,Internet Archive Sheridan Headquarters,5
1206,2022-06,museum,5062,Getty Research Institute Valencia WarehouseStaten Island Museum,156
1207,2022-06,public,945,Allen County Public Library Geneaology CenterBoston Public Library,2044
1208,2022-07,,270,American Numismatic Society,291
1209,2022-07,academic,55406,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",5237
1210,2022-07,archive,1506,American Printing House for the BlindClatsop County Historical Society,39
1211,2022-07,bpo,3351,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",92815
1212,2022-07,government,6593,British LibraryNational Agricultural LibraryState Library of Pennsylvania,1369
1213,2022-07,hq,2048,Internet Archive Sheridan Headquarters,5
1214,2022-07,museum,5064,Getty Research Institute Valencia WarehouseStaten Island Museum,78
1215,2022-07,public,947,Allen County Public Library Geneaology CenterBoston Public Library,2341
1216,2022-08,,271,American Numismatic Society,211
1217,2022-08,academic,55893,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StoragePrinceton UniversityStanford UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4515
1218,2022-08,archive,1182,Clatsop County Historical Society,61
1219,2022-08,bpo,3353,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",100403
1220,2022-08,government,4178,British LibraryState Library of Pennsylvania,1067
1221,2022-08,hq,2049,Internet Archive Sheridan Headquarters,2
1222,2022-08,museum,5066,Getty Research Institute Valencia WarehouseStaten Island Museum,54
1223,2022-08,public,949,Allen County Public Library Geneaology CenterBoston Public Library,3123
1224,2022-09,academic,52012,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4197
1225,2022-09,archive,1509,American Printing House for the BlindClatsop County Historical Society,25
1226,2022-09,bpo,3355,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",86457
1227,2022-09,government,3305,British LibraryNational Agricultural Library,1066
1228,2022-09,hq,2050,Internet Archive Sheridan Headquarters,3
1229,2022-09,museum,5068,Getty Research Institute Valencia WarehouseStaten Island Museum,96
1230,2022-09,public,951,Allen County Public Library Geneaology CenterBoston Public Library,2974
1231,2022-10,,272,American Numismatic Society,367
1232,2022-10,academic,39811,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StoragePrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of Toronto",5305
1233,2022-10,archive,1184,Clatsop County Historical Society,55
1234,2022-10,bpo,3357,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",94629
1235,2022-10,government,3307,British LibraryNational Agricultural Library,1854
1236,2022-10,hq,2051,Internet Archive Sheridan Headquarters,5
1237,2022-10,museum,5070,Getty Research Institute Valencia WarehouseStaten Island Museum,55
1238,2022-10,public,953,Allen County Public Library Geneaology CenterBoston Public Library,3606
1239,2022-11,,273,American Numismatic Society,314
1240,2022-11,academic,42575,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of Toronto",5600
1241,2022-11,archive,1185,Clatsop County Historical Society,45
1242,2022-11,bpo,3359,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",75390
1243,2022-11,government,3309,British LibraryNational Agricultural Library,1676
1244,2022-11,hq,2052,Internet Archive Sheridan Headquarters,8
1245,2022-11,museum,4413,"Getty Research Institute Valencia WarehouseNatural History Museum Library, London",27
1246,2022-11,public,955,Allen County Public Library Geneaology CenterBoston Public Library,3298
1247,2022-12,,274,American Numismatic Society,50
1248,2022-12,academic,45438,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of Victoria",5197
1249,2022-12,archive,1186,Clatsop County Historical Society,26
1250,2022-12,bpo,3361,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",62895
1251,2022-12,government,6516,British LibraryNational Agricultural LibrarySmithsonian Libraries and Archives,717
1252,2022-12,hq,2053,Internet Archive Sheridan Headquarters,5
1253,2022-12,museum,1765,Getty Research Institute Valencia Warehouse,8
1254,2022-12,public,957,Allen County Public Library Geneaology CenterBoston Public Library,1379
1255,2023-01,,275,American Numismatic Society,323
1256,2023-01,academic,55502,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",9073
1257,2023-01,archive,1187,Clatsop County Historical Society,53
1258,2023-01,bpo,3363,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",84004
1259,2023-01,government,6519,British LibraryNational Agricultural LibrarySmithsonian Libraries and Archives,1920
1260,2023-01,museum,5074,Getty Research Institute Valencia WarehouseStaten Island Museum,125
1261,2023-01,public,959,Allen County Public Library Geneaology CenterBoston Public Library,1242
1262,2023-02,,276,American Numismatic Society,196
1263,2023-02,academic,55520,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",5562
1264,2023-02,archive,1188,Clatsop County Historical Society,28
1265,2023-02,bpo,3365,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",71855
1266,2023-02,government,6522,British LibraryNational Agricultural LibrarySmithsonian Libraries and Archives,1164
1267,2023-02,hq,2054,Internet Archive Sheridan Headquarters,1
1268,2023-02,museum,5076,Getty Research Institute Valencia WarehouseStaten Island Museum,17
1269,2023-02,public,961,Allen County Public Library Geneaology CenterBoston Public Library,1547
1270,2023-03,,277,American Numismatic Society,204
1271,2023-03,academic,55538,"BYU, ProvoBrown UniversityDuke UniversityGeorgetown UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Ohio State UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",6187
1272,2023-03,archive,1189,Clatsop County Historical Society,50
1273,2023-03,bpo,3367,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",78687
1274,2023-03,government,6525,British LibraryNational Agricultural LibrarySmithsonian Libraries and Archives,1439
1275,2023-03,hq,2055,Internet Archive Sheridan Headquarters,8
1276,2023-03,museum,1768,Getty Research Institute Valencia Warehouse,179
1277,2023-03,public,963,Allen County Public Library Geneaology CenterBoston Public Library,2311
1278,2023-04,,278,American Numismatic Society,142
1279,2023-04,academic,48634,"BYU, ProvoBrown UniversityDuke UniversityJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",4844
1280,2023-04,archive,1190,Clatsop County Historical Society,85
1281,2023-04,bpo,3369,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",52074
1282,2023-04,government,9821,British LibraryNational Agricultural LibrarySmithsonian Libraries and ArchivesState Library of Pennsylvania,1682
1283,2023-04,museum,1769,Getty Research Institute Valencia Warehouse,142
1284,2023-04,public,2738,Allen County Public Library Geneaology CenterBoston Public LibraryHamilton Public Library,2105
1285,2023-05,,279,American Numismatic Society,348
1286,2023-05,academic,55193,"BYU, ProvoBrown UniversityDuke UniversityHarvardJohn Hopkins University Library Offsite StorageOberlin College LibrariesPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversidad Francisco MarroquínUniversity of AlbertaUniversity of TorontoUniversity of VictoriaUniversity of WarwickWashington University in St. Louis",5019
1287,2023-05,archive,1518,American Printing House for the BlindClatsop County Historical Society,101
1288,2023-05,bpo,3371,"Datum Data Co. Ltd.Innodata Knowledge Services, Inc.",62524
1289,2023-05,government,6531,British LibraryNational Agricultural LibrarySmithsonian Libraries and Archives,1850
1290,2023-05,hq,2056,Internet Archive Sheridan Headquarters,13
1291,2023-05,museum,1770,Getty Research Institute Valencia Warehouse,69
1292,2023-05,public,2741,Allen County Public Library Geneaology CenterBoston Public LibraryHamilton Public Library,2719
1293,2023-06,academic,38528,"BYU, ProvoDuke UniversityPrinceton UniversityThe Servants of KnowledgeUCLAUIUCUNC Chapel HillUniversity of AlbertaUniversity of TorontoUniversity of VictoriaWashington University in St. Louis",381
1294,2023-06,archive,1192,Clatsop County Historical Society,42
1295,2023-06,bpo,1411,Datum Data Co. Ltd.,55
1296,2023-06,government,3323,British LibraryNational Agricultural Library,32
1297,2023-06,hq,2057,Internet Archive Sheridan Headquarters,7
1298,2023-06,museum,1771,Getty Research Institute Valencia Warehouse,8
1299,2023-06,public,2744,Allen County Public Library Geneaology CenterBoston Public LibraryHamilton Public Library,150
