,name,scan_day,operator,identifier,books_per_worker
59,Allen County Public Library Geneaology Center,2008-08-05,10,21,2.1
60,Allen County Public Library Geneaology Center,2008-08-06,9,22,2.4444444444444446
61,Allen County Public Library Geneaology Center,2008-08-07,10,22,2.2
62,Allen County Public Library Geneaology Center,2008-08-08,9,20,2.2222222222222223
63,Allen County Public Library Geneaology Center,2008-08-11,8,17,2.125
64,Allen County Public Library Geneaology Center,2008-08-12,10,30,3.0
65,Allen County Public Library Geneaology Center,2008-08-13,11,39,3.5454545454545454
66,Allen County Public Library Geneaology Center,2008-08-14,11,44,4.0
67,Allen County Public Library Geneaology Center,2008-08-15,9,35,3.888888888888889
68,Allen County Public Library Geneaology Center,2008-08-18,8,33,4.125
69,Allen County Public Library Geneaology Center,2008-08-19,12,42,3.5
70,Allen County Public Library Geneaology Center,2008-08-20,8,23,2.875
71,Allen County Public Library Geneaology Center,2008-08-21,8,30,3.75
72,Allen County Public Library Geneaology Center,2008-08-22,10,36,3.6
73,Allen County Public Library Geneaology Center,2008-08-25,10,43,4.3
74,Allen County Public Library Geneaology Center,2008-08-26,8,39,4.875
75,Allen County Public Library Geneaology Center,2008-08-27,10,41,4.1
76,Allen County Public Library Geneaology Center,2008-08-28,9,37,4.111111111111111
77,Allen County Public Library Geneaology Center,2008-08-29,8,28,3.5
78,Allen County Public Library Geneaology Center,2008-09-02,9,26,2.888888888888889
79,Allen County Public Library Geneaology Center,2008-09-03,7,28,4.0
80,Allen County Public Library Geneaology Center,2008-09-04,9,31,3.4444444444444446
81,Allen County Public Library Geneaology Center,2008-09-05,9,28,3.111111111111111
82,Allen County Public Library Geneaology Center,2008-09-08,9,29,3.2222222222222223
83,Allen County Public Library Geneaology Center,2008-09-09,10,34,3.4
84,Allen County Public Library Geneaology Center,2008-09-10,10,41,4.1
85,Allen County Public Library Geneaology Center,2008-09-11,10,35,3.5
86,Allen County Public Library Geneaology Center,2008-09-12,7,31,4.428571428571429
87,Allen County Public Library Geneaology Center,2008-09-15,7,31,4.428571428571429
88,Allen County Public Library Geneaology Center,2008-09-16,11,44,4.0
89,Allen County Public Library Geneaology Center,2008-09-17,10,42,4.2
90,Allen County Public Library Geneaology Center,2008-09-18,10,29,2.9
91,Allen County Public Library Geneaology Center,2008-09-19,8,31,3.875
92,Allen County Public Library Geneaology Center,2008-09-22,10,41,4.1
93,Allen County Public Library Geneaology Center,2008-09-23,8,40,5.0
94,Allen County Public Library Geneaology Center,2008-09-24,10,42,4.2
95,Allen County Public Library Geneaology Center,2008-09-25,10,30,3.0
96,Allen County Public Library Geneaology Center,2008-09-26,10,35,3.5
97,Allen County Public Library Geneaology Center,2008-09-29,10,36,3.6
98,Allen County Public Library Geneaology Center,2008-09-30,9,36,4.0
99,Allen County Public Library Geneaology Center,2008-10-01,11,39,3.5454545454545454
100,Allen County Public Library Geneaology Center,2008-10-02,10,33,3.3
101,Allen County Public Library Geneaology Center,2008-10-03,7,14,2.0
102,Allen County Public Library Geneaology Center,2008-10-06,8,24,3.0
103,Allen County Public Library Geneaology Center,2008-10-07,10,30,3.0
104,Allen County Public Library Geneaology Center,2008-10-08,9,24,2.6666666666666665
105,Allen County Public Library Geneaology Center,2008-10-09,10,39,3.9
106,Allen County Public Library Geneaology Center,2008-10-10,7,33,4.714285714285714
107,Allen County Public Library Geneaology Center,2008-10-13,9,26,2.888888888888889
108,Allen County Public Library Geneaology Center,2008-10-14,9,26,2.888888888888889
109,Allen County Public Library Geneaology Center,2008-10-15,10,26,2.6
110,Allen County Public Library Geneaology Center,2008-10-16,11,29,2.6363636363636362
111,Allen County Public Library Geneaology Center,2008-10-17,11,26,2.3636363636363638
112,Allen County Public Library Geneaology Center,2008-10-20,9,25,2.7777777777777777
113,Allen County Public Library Geneaology Center,2008-10-21,7,19,2.7142857142857144
114,Allen County Public Library Geneaology Center,2008-10-22,4,10,2.5
115,Allen County Public Library Geneaology Center,2008-10-23,8,19,2.375
116,Allen County Public Library Geneaology Center,2008-10-24,6,9,1.5
117,Allen County Public Library Geneaology Center,2008-10-27,7,22,3.142857142857143
118,Allen County Public Library Geneaology Center,2008-10-28,7,21,3.0
119,Allen County Public Library Geneaology Center,2008-10-29,8,22,2.75
120,Allen County Public Library Geneaology Center,2008-10-30,8,25,3.125
121,Allen County Public Library Geneaology Center,2008-10-31,7,22,3.142857142857143
122,Allen County Public Library Geneaology Center,2008-11-03,9,24,2.6666666666666665
123,Allen County Public Library Geneaology Center,2008-11-04,6,19,3.1666666666666665
124,Allen County Public Library Geneaology Center,2008-11-05,13,38,2.923076923076923
125,Allen County Public Library Geneaology Center,2008-11-06,13,45,3.4615384615384617
126,Allen County Public Library Geneaology Center,2008-11-07,11,42,3.8181818181818183
127,Allen County Public Library Geneaology Center,2008-11-10,9,17,1.8888888888888888
128,Allen County Public Library Geneaology Center,2008-11-11,7,23,3.2857142857142856
129,Allen County Public Library Geneaology Center,2008-11-12,9,24,2.6666666666666665
130,Allen County Public Library Geneaology Center,2008-11-13,7,20,2.857142857142857
131,Allen County Public Library Geneaology Center,2008-11-14,11,22,2.0
132,Allen County Public Library Geneaology Center,2008-11-17,6,20,3.3333333333333335
133,Allen County Public Library Geneaology Center,2008-11-18,8,14,1.75
134,Allen County Public Library Geneaology Center,2008-11-19,7,19,2.7142857142857144
135,Allen County Public Library Geneaology Center,2008-11-20,10,33,3.3
136,Allen County Public Library Geneaology Center,2008-11-21,8,30,3.75
137,Allen County Public Library Geneaology Center,2008-11-24,7,20,2.857142857142857
138,Allen County Public Library Geneaology Center,2008-11-25,8,23,2.875
139,Allen County Public Library Geneaology Center,2008-11-26,10,20,2.0
140,Allen County Public Library Geneaology Center,2008-12-01,8,26,3.25
141,Allen County Public Library Geneaology Center,2008-12-02,12,38,3.1666666666666665
142,Allen County Public Library Geneaology Center,2008-12-03,13,37,2.8461538461538463
143,Allen County Public Library Geneaology Center,2008-12-04,10,40,4.0
144,Allen County Public Library Geneaology Center,2008-12-05,10,32,3.2
145,Allen County Public Library Geneaology Center,2008-12-08,10,40,4.0
146,Allen County Public Library Geneaology Center,2008-12-09,12,28,2.3333333333333335
147,Allen County Public Library Geneaology Center,2008-12-10,14,53,3.7857142857142856
148,Allen County Public Library Geneaology Center,2008-12-11,12,61,5.083333333333333
149,Allen County Public Library Geneaology Center,2008-12-12,6,22,3.6666666666666665
150,Allen County Public Library Geneaology Center,2008-12-15,10,25,2.5
151,Allen County Public Library Geneaology Center,2008-12-16,8,25,3.125
152,Allen County Public Library Geneaology Center,2008-12-17,9,17,1.8888888888888888
153,Allen County Public Library Geneaology Center,2008-12-18,9,40,4.444444444444445
154,Allen County Public Library Geneaology Center,2008-12-19,2,5,2.5
155,Allen County Public Library Geneaology Center,2008-12-22,12,40,3.3333333333333335
156,Allen County Public Library Geneaology Center,2008-12-23,9,24,2.6666666666666665
157,Allen County Public Library Geneaology Center,2009-01-05,10,33,3.3
158,Allen County Public Library Geneaology Center,2009-01-06,12,41,3.4166666666666665
159,Allen County Public Library Geneaology Center,2009-01-07,11,40,3.6363636363636362
160,Allen County Public Library Geneaology Center,2009-01-08,8,33,4.125
161,Allen County Public Library Geneaology Center,2009-01-09,7,48,6.857142857142857
162,Allen County Public Library Geneaology Center,2009-01-12,10,46,4.6
163,Allen County Public Library Geneaology Center,2009-01-13,10,25,2.5
164,Allen County Public Library Geneaology Center,2009-01-14,12,36,3.0
165,Allen County Public Library Geneaology Center,2009-01-15,9,43,4.777777777777778
166,Allen County Public Library Geneaology Center,2009-01-16,8,26,3.25
167,Allen County Public Library Geneaology Center,2009-01-19,8,25,3.125
168,Allen County Public Library Geneaology Center,2009-01-20,6,25,4.166666666666667
169,Allen County Public Library Geneaology Center,2009-01-21,9,27,3.0
170,Allen County Public Library Geneaology Center,2009-01-22,9,33,3.6666666666666665
171,Allen County Public Library Geneaology Center,2009-01-23,11,48,4.363636363636363
172,Allen County Public Library Geneaology Center,2009-01-26,11,39,3.5454545454545454
173,Allen County Public Library Geneaology Center,2009-01-27,12,35,2.9166666666666665
174,Allen County Public Library Geneaology Center,2009-01-28,5,14,2.8
175,Allen County Public Library Geneaology Center,2009-01-29,10,46,4.6
176,Allen County Public Library Geneaology Center,2009-01-30,8,24,3.0
177,Allen County Public Library Geneaology Center,2009-02-02,9,42,4.666666666666667
178,Allen County Public Library Geneaology Center,2009-02-03,10,35,3.5
179,Allen County Public Library Geneaology Center,2009-02-04,9,28,3.111111111111111
180,Allen County Public Library Geneaology Center,2009-02-05,10,58,5.8
181,Allen County Public Library Geneaology Center,2009-02-06,8,35,4.375
182,Allen County Public Library Geneaology Center,2009-02-09,8,28,3.5
183,Allen County Public Library Geneaology Center,2009-02-10,8,41,5.125
184,Allen County Public Library Geneaology Center,2009-02-11,6,30,5.0
185,Allen County Public Library Geneaology Center,2009-02-12,9,20,2.2222222222222223
186,Allen County Public Library Geneaology Center,2009-02-13,6,18,3.0
187,Allen County Public Library Geneaology Center,2009-02-17,7,14,2.0
188,Allen County Public Library Geneaology Center,2009-02-18,9,20,2.2222222222222223
189,Allen County Public Library Geneaology Center,2009-02-19,9,19,2.111111111111111
190,Allen County Public Library Geneaology Center,2009-02-20,10,26,2.6
191,Allen County Public Library Geneaology Center,2009-02-23,12,25,2.0833333333333335
192,Allen County Public Library Geneaology Center,2009-02-24,12,32,2.6666666666666665
193,Allen County Public Library Geneaology Center,2009-02-25,10,60,6.0
194,Allen County Public Library Geneaology Center,2009-02-26,10,41,4.1
195,Allen County Public Library Geneaology Center,2009-02-27,8,60,7.5
196,Allen County Public Library Geneaology Center,2009-03-02,8,60,7.5
197,Allen County Public Library Geneaology Center,2009-03-03,12,39,3.25
198,Allen County Public Library Geneaology Center,2009-03-04,10,26,2.6
199,Allen County Public Library Geneaology Center,2009-03-05,8,21,2.625
200,Allen County Public Library Geneaology Center,2009-03-06,6,73,12.166666666666666
201,Allen County Public Library Geneaology Center,2009-03-09,9,24,2.6666666666666665
202,Allen County Public Library Geneaology Center,2009-03-10,7,45,6.428571428571429
203,Allen County Public Library Geneaology Center,2009-03-11,10,30,3.0
204,Allen County Public Library Geneaology Center,2009-03-12,9,35,3.888888888888889
205,Allen County Public Library Geneaology Center,2009-03-13,7,23,3.2857142857142856
206,Allen County Public Library Geneaology Center,2009-03-16,16,41,2.5625
207,Allen County Public Library Geneaology Center,2009-03-17,12,51,4.25
208,Allen County Public Library Geneaology Center,2009-03-18,10,53,5.3
209,Allen County Public Library Geneaology Center,2009-03-19,12,40,3.3333333333333335
210,Allen County Public Library Geneaology Center,2009-03-20,9,25,2.7777777777777777
211,Allen County Public Library Geneaology Center,2009-03-23,14,55,3.9285714285714284
